"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"1563900_at" -2.73193045396826 3.802575516 -8.61455398980443 2.28819291721715e-11 1.66809263665131e-08 15.7331942999788
"239860_at" -3.19626718809524 3.729344846 -8.58444717871467 2.53971488756423e-11 1.8270909404944e-08 15.6331762965402
"222357_at" -2.54220284206349 4.435691068 -8.54394404397074 2.92263333547388e-11 2.07525944957188e-08 15.4984764240778
"1555942_a_at" -3.44643283968254 3.848760284 -8.46926616970367 3.787845962069e-11 2.59767289010208e-08 15.249696253115
"206558_at" 3.51850906071429 9.653710838 8.46844965428708 3.79861122438382e-11 2.59767289010208e-08 15.2469731167881
"218330_s_at" -1.88528859246032 6.784598292 -8.46827687840688 3.80089311766194e-11 2.59767289010208e-08 15.2463968887938
"201767_s_at" 1.16887173055555 5.207009096 8.46414673255653 3.85585389778231e-11 2.60270138100306e-08 15.2326215030076
"210658_s_at" -1.0709085015873 6.593172886 -8.45579940791919 3.96939000140611e-11 2.64666339423023e-08 15.2047754105228
"211106_at" -4.25402111865079 5.012609716 -8.43037666159251 4.33635293527687e-11 2.84433448738531e-08 15.1199255729623
"226138_s_at" 2.09762001785714 4.65350332 8.42816189973435 4.3698966061338e-11 2.84433448738531e-08 15.1125307479689
"223890_at" -2.61746443452381 5.50916025 -8.3752427277536 5.25396973452841e-11 3.3795387674746e-08 14.9357015686761
"228218_at" -2.75242301111111 3.813390482 -8.37132131540315 5.32624433281006e-11 3.38619080112082e-08 14.9225876951606
"219775_s_at" -2.89090611746032 6.784340524 -8.36499973798458 5.44486989455492e-11 3.42181909752633e-08 14.9014442368059
"221016_s_at" -1.56805079325397 2.827267686 -8.33524961627781 6.03987530509774e-11 3.72501087552498e-08 14.8018906981282
"241631_at" -2.21374764365079 3.184291568 -8.33412663090916 6.06357508773156e-11 3.72501087552498e-08 14.7981312241291
"235214_at" -1.59717915793651 2.885552992 -8.31953912857297 6.38007865723114e-11 3.8237022587707e-08 14.7492853974553
"214091_s_at" -2.19828376507936 9.359191832 -8.30747614060316 6.65433968361123e-11 3.91210776560692e-08 14.7088781347546
"218017_s_at" -1.31079310873016 7.541215876 -8.28174899840457 7.27958343988497e-11 4.23416196357139e-08 14.6226560766431
"227998_at" -1.35154624404762 5.70072379 -8.27501603412986 7.45276448841184e-11 4.28926208846229e-08 14.6000813351333
"204455_at" -4.55380835952381 5.326257374 -8.26936175214925 7.60140085928931e-11 4.32923533314212e-08 14.5811201322563
"227197_at" 2.14248315753968 9.080706802 8.25716252092051 7.93233232770787e-11 4.47113680430338e-08 14.5402012102929
"204430_s_at" -2.35372873928571 3.197901722 -8.24997286350323 8.13412188755552e-11 4.53809300206222e-08 14.5160793024013
"227961_at" -1.78186782777778 5.051883264 -8.23799438995275 8.4818610695431e-11 4.68430054522494e-08 14.4758803389193
"218931_at" 1.66347185039682 3.895031768 8.23047629402205 8.70771889263789e-11 4.76094530454976e-08 14.4506436390206
"221898_at" -2.31029465833333 4.916557046 -8.20697607100801 9.45350420224274e-11 5.11752814116457e-08 14.3717262741628
"239111_at" -3.0301770547619 6.222622242 -8.18476544064982 1.02173977094389e-10 5.47682568395661e-08 14.2970954192873
"220298_s_at" -2.51735991984127 4.925726972 -8.16743169166209 1.08564888412432e-10 5.76289832422304e-08 14.238822069472
"201850_at" -2.46999891349206 4.704484418 -8.15145806243295 1.14810062602657e-10 5.99309306535255e-08 14.1850985322961
"225984_at" 1.53053637103174 8.65856508 8.15075351753621 1.15093693984823e-10 5.99309306535255e-08 14.1827284630916
"219250_s_at" -2.46507472023809 4.97754708 -8.14329888616901 1.18138280848322e-10 6.05947240808096e-08 14.1576487229267
"211527_x_at" -3.48879735039683 10.103864622 -8.14222136631575 1.18585011004054e-10 6.05947240808096e-08 14.1540232171141
"203639_s_at" -2.44324270357143 4.347982132 -8.13635365358201 1.21047715331835e-10 6.12804058867413e-08 14.1342785463336
"203230_at" 1.29188397261905 8.703455446 8.1309324316826 1.23368745700326e-10 6.18824419372967e-08 14.1160337329131
"211473_s_at" -1.3063121531746 2.693179564 -8.10867078825049 1.33378894458216e-10 6.62953732227542e-08 14.0410877037371
"213992_at" -3.3030272047619 5.686520034 -8.09947786759785 1.37747393715409e-10 6.78498986611712e-08 14.0101268253217
"217445_s_at" 2.15352521150793 6.062385838 8.0861291197888 1.44348359683885e-10 7.04664871938964e-08 13.9651571277144
"222927_s_at" -3.1939651202381 6.942682242 -8.06738152677101 1.54160046919582e-10 7.45902704896296e-08 13.9019750262279
"230102_at" -2.26477223769841 5.734646596 -8.05069402135015 1.63456800708338e-10 7.79531036191239e-08 13.8457117559549
"1556839_s_at" -2.05146391507937 4.147956624 -8.04972192792164 1.6401542895045e-10 7.79531036191239e-08 13.8424335735059
"207382_at" -1.92089101904762 2.922768302 -8.04734844141752 1.65387471784515e-10 7.79531036191239e-08 13.8344291665527
"214106_s_at" 2.31833530912698 5.910817694 8.00216612060791 1.93824151359102e-10 9.0575516885119e-08 13.6819697410701
"206600_s_at" -1.44687690833333 2.861585676 -7.996468384541 1.97743287345817e-10 9.16238494545133e-08 13.6627323721711
"203242_s_at" 2.84228846785715 10.127367354 7.97457352341643 2.13559653756818e-10 9.81207904970927e-08 13.5887849183896
"211864_s_at" -2.4610786734127 5.906526498 -7.96324903521768 2.22233323413582e-10 1.01255057980313e-07 13.5505232372597
"241596_at" -1.5352830452381 3.936899136 -7.96077544162295 2.24174560059959e-10 1.01295405547754e-07 13.5421644820249
"212680_x_at" 1.59900751428571 7.181307296 7.95174616518659 2.31406462466756e-10 1.03706133896474e-07 13.5116488436154
"215593_at" -2.04303749642857 2.992721474 -7.94934009524918 2.33372862798778e-10 1.03737083524579e-07 13.5035161668373
"229125_at" -1.28826022222222 2.73314299 -7.91261238870268 2.65562809710365e-10 1.17093924362211e-07 13.3793200727902
"243957_at" -1.80510873293651 3.915676648 -7.8991145287146 2.78484405840362e-10 1.21809079114574e-07 13.3336513721442
"204537_s_at" -3.22071546706349 3.812190678 -7.89318651049107 2.84357364757504e-10 1.23390785064417e-07 13.3135902695769
"209283_at" -2.19704016746032 8.135554258 -7.89056615663473 2.86992915934703e-10 1.23553839989999e-07 13.3047218692085
"236926_at" 1.23006800992064 5.61921991 7.88450024562325 2.93188629145191e-10 1.25216484469465e-07 13.2841903079271
"222216_s_at" 1.48295618611111 8.040783204 7.88233240591359 2.95435326868972e-10 1.25216484469465e-07 13.2768520750358
"213772_s_at" -1.61448549206349 8.04840606 -7.87977923553722 2.98103580083246e-10 1.25375486469627e-07 13.2682090439727
"227554_at" -1.94616606230159 4.609301678 -7.87037894454712 3.08138113501325e-10 1.28606498898358e-07 13.2363829763316
"204287_at" -1.94740689642857 3.938552806 -7.85524530685473 3.25011253607632e-10 1.34621138568161e-07 13.185132485794
"208914_at" -1.65554355039683 6.467036858 -7.85025606710279 3.30775146491096e-10 1.3597842958196e-07 13.1682327030876
"212240_s_at" -1.37947838849206 6.061642296 -7.84740492908593 3.34114990635904e-10 1.36326396365806e-07 13.158574403766
"242714_at" -1.89889473650794 3.654402254 -7.84108437427254 3.41640312221795e-10 1.38364326449827e-07 13.1371613201839
"205857_at" -1.91440092976191 6.173938652 -7.83779279634213 3.45626532525914e-10 1.38949490190105e-07 13.1260088361544
"204687_at" -2.05140036150794 8.683633204 -7.82862565797665 3.56976431964823e-10 1.42464864362603e-07 13.0949448395395
"1569141_a_at" -2.11320248214286 2.87914662 -7.81725221952996 3.71580166102395e-10 1.45338329996691e-07 13.0563963607615
"217912_at" 1.5995894702381 8.45920004 7.81681668423652 3.72151187920197e-10 1.45338329996691e-07 13.0549200037505
"203892_at" -3.00242727976191 5.16560888 -7.81377806391163 3.7615968214896e-10 1.45861919301379e-07 13.044619466267
"205578_at" -1.59073442936508 4.939995868 -7.809573594399 3.81777812769507e-10 1.46997900796991e-07 13.0303657954305
"218886_at" -2.14209489206349 10.185326642 -7.80229385549666 3.91705376271198e-10 1.49765674458935e-07 13.0056837023805
"1559296_at" -1.73537646031746 3.27078962 -7.79680910661035 3.9935610341067e-10 1.51351669329279e-07 12.9870851558554
"212171_x_at" -3.55527121468254 7.801274654 -7.79536886672308 4.01389886652866e-10 1.51351669329279e-07 12.982201023722
"218332_at" -3.37523276944444 4.430894556 -7.77878577142517 4.25570747180902e-10 1.59370415082985e-07 12.925954382057
"238573_at" 1.60412933769841 6.989855316 7.7750892053879 4.31157480176062e-10 1.59896599980945e-07 12.9134138134845
"232742_at" -2.52129203134921 4.231896666 -7.77399530447662 4.3282481567773e-10 1.59896599980945e-07 12.9097025878498
"203243_s_at" 2.46870238531746 9.677717146 7.73070854773759 5.04275169829754e-10 1.85041912150616e-07 12.7627818641785
"236785_at" -1.70006251269841 3.537714348 -7.72112941335795 5.21624890728153e-10 1.90132272670412e-07 12.7302524869332
"212249_at" -1.64749631825397 6.511828158 -7.70460515452976 5.52975282423766e-10 2.00224659380923e-07 12.674124587828
"240211_at" -2.19573755912698 5.484773436 -7.69742239435027 5.67186504668323e-10 2.04019224623293e-07 12.6497215032688
"210513_s_at" -3.47883956626984 9.339358798 -7.68866284955184 5.85015003062494e-10 2.09056831976744e-07 12.619956958846
"203323_at" -2.00592015277778 4.06734129 -7.68579409811387 5.90975379190482e-10 2.09815447124933e-07 12.6102080209894
"238632_at" -3.01543359642857 4.559934832 -7.6789217816999 6.05503244735989e-10 2.13586386489937e-07 12.586851592966
"203435_s_at" -3.65217364880952 8.04924233 -7.67166455552319 6.21234495645330e-10 2.17730743906464e-07 12.5621838122205
"222599_s_at" -1.48019085833333 3.864623982 -7.66217316918059 6.42430002303366e-10 2.22914618544816e-07 12.5299170666716
"218844_at" -1.98028340357143 4.197653828 -7.66140388273015 6.44179418931523e-10 2.22914618544816e-07 12.5273015717795
"219360_s_at" 2.64761154126984 6.102863124 7.65865219755268 6.50476227210142e-10 2.23677910205752e-07 12.5179458282789
"231966_at" 1.66655215119048 7.115517906 7.64164884727401 6.90780818405091e-10 2.36052757789365e-07 12.4601241295848
"230398_at" -2.28754719126984 3.054774258 -7.63790457153128 6.99987985141315e-10 2.37713311103114e-07 12.4473889745667
"203349_s_at" -2.27079941984127 4.576510582 -7.59716317436261 8.08502099243554e-10 2.71195412737063e-07 12.3087642186522
"224962_at" 1.17646217142857 5.381023642 7.59536081432583 8.13675040469837e-10 2.71266358766392e-07 12.3026293511969
"1552257_a_at" 1.79163260714286 7.66620797 7.58362421349137 8.48182814068946e-10 2.81056941571028e-07 12.2626757786278
"229735_s_at" -3.55920390357143 8.341898618 -7.58078675960577 8.56743746809864e-10 2.82183520221863e-07 12.2530153753852
"216990_at" 1.86366103174603 5.80478765 7.5756992692123 8.7231115594055e-10 2.8559049371886e-07 12.2356933462763
"1562269_at" -2.2584401468254 3.18547303 -7.56378807437185 9.0987888250088e-10 2.96116832742474e-07 12.1951320631228
"1552511_a_at" -2.51264860793651 3.230568138 -7.55852315331247 9.26998090178043e-10 2.99903080357896e-07 12.1772008533852
"207824_s_at" 1.618193475 7.465215752 7.55619604333657 9.34667541930081e-10 3.00605575617807e-07 12.1692747162647
"209424_s_at" 4.30739761150793 9.688175616 7.53110507810698 1.02151867131486e-09 3.24718217175233e-07 12.0837959450564
"213406_at" -1.29036890873016 9.7611541 -7.51268525961336 1.09039570112413e-09 3.44609161612497e-07 12.0210224212121
"227210_at" -1.94813362063492 4.717331286 -7.49344274057725 1.16733450735897e-09 3.66463896272217e-07 11.9554259859333
"215025_at" -2.28886847936508 3.039423052 -7.49208793226564 1.17295257151601e-09 3.66463896272217e-07 11.950806807845
"201752_s_at" -2.02525660555556 8.946035244 -7.48164931091173 1.21715914097302e-09 3.76392913849881e-07 11.91521346422
"209074_s_at" -1.82460739761905 6.731712638 -7.48133842206584 1.21850106541251e-09 3.76392913849881e-07 11.9141533174969
"211020_at" -2.88097837539683 6.923587784 -7.47431493152691 1.24921627212907e-09 3.83712919543017e-07 11.8902015435201
"203559_s_at" -3.05401344642857 3.35527614 -7.47227667574547 1.25827463488872e-09 3.84336121019779e-07 11.8832501364091
"214579_at" -2.88326320952381 7.743489382 -7.46617046911418 1.28580821303635e-09 3.90564244709791e-07 11.8624238532658
"1559988_at" -1.8872434218254 7.612974972 -7.45815675341943 1.32286272164435e-09 3.99599554176271e-07 11.835088833566
"228557_at" -1.78866066785714 2.830202462 -7.452535357384 1.34949324206348e-09 4.03727724354617e-07 11.8159121748196
"208963_x_at" -1.96248403492064 9.126163352 -7.45215860202021 1.3512971843968e-09 4.03727724354617e-07 11.8146268670268
"225767_at" 2.18404005357143 12.36310541 7.44783320367408 1.37218183280365e-09 4.07739357111629e-07 11.7998701893037
"221582_at" 2.46947932698412 6.267404594 7.44609354201264 1.38067264291967e-09 4.07844622921602e-07 11.7939348398009
"1553787_at" -1.89550974722222 3.309473582 -7.44471162608501 1.3874549586359e-09 4.07844622921602e-07 11.7892199354369
"208234_x_at" -1.905372625 2.94117571 -7.43979932549103 1.4118359059694e-09 4.11243371359342e-07 11.7724590940266
"210512_s_at" -3.06372409285714 9.565546796 -7.43935537262918 1.41406042643907e-09 4.11243371359342e-07 11.7709442623088
"243322_at" -2.39913732063492 5.000888972 -7.43575028123179 1.4322552562727e-09 4.14330984850317e-07 11.758642811114
"206194_at" 2.50541448888889 5.525330682 7.42169001514295 1.50549059056251e-09 4.3322472652108e-07 11.7106597553045
"219498_s_at" -2.58203177142857 3.674044546 -7.40245589768991 1.61180051125923e-09 4.6138844478062e-07 11.6450048197579
"208763_s_at" -1.73365400357143 9.000982546 -7.38821757184597 1.6953219366419e-09 4.8276941086404e-07 11.5963917237989
"219517_at" 2.19147459047619 7.463142948 7.38119301863583 1.73811382063027e-09 4.89852438881237e-07 11.5724047765131
"228255_at" -1.60932556706349 6.038032056 -7.37542941610266 1.77403251685458e-09 4.97411424918072e-07 11.5527219670334
"219597_s_at" -2.77068691230159 4.825671466 -7.35923097730385 1.8790191677496e-09 5.24160066309741e-07 11.4973960558192
"228095_at" 1.48604586746032 8.509804346 7.34419499153737 1.98204310525511e-09 5.50092420202148e-07 11.446030206208
"225875_s_at" -2.96225023730158 8.311947972 -7.33368180130567 2.05742609652176e-09 5.68130160744077e-07 11.4101093257952
"1570190_at" -1.9930741484127 3.363012706 -7.32990873525472 2.08517593893633e-09 5.72899469654994e-07 11.3972165813125
"222265_at" -1.74808457460318 4.142671442 -7.28892247505226 2.41192095840301e-09 6.59358892003423e-07 11.2571267433185
"204636_at" -1.71640436150794 2.780074974 -7.28381009751339 2.45612639233425e-09 6.68103037317787e-07 11.2396480469237
"226304_at" -1.85797136587302 9.217849188 -7.28225457608862 2.46973714170116e-09 6.68479595160945e-07 11.2343296747624
"232404_at" -2.13787351468254 3.693425848 -7.27536736243246 2.53091467843258e-09 6.81663842577839e-07 11.2107809629624
"208084_at" -2.18543777301587 3.046107632 -7.27383713748041 2.54471235468933e-09 6.82020333297252e-07 11.2055485794051
"213503_x_at" -1.9431931031746 10.51175393 -7.26800205230212 2.59802176384596e-09 6.92911414333063e-07 11.1855955217571
"239606_at" -2.87038956468254 6.043768642 -7.25421347080578 2.72848735573146e-09 7.24174981430182e-07 11.1384403705021
"1568713_a_at" -1.67336024007937 4.28124152 -7.25258702939521 2.74430346330518e-09 7.24854066938215e-07 11.1328776828301
"209425_at" 3.83037332936508 8.98725144 7.2394894557905 2.87506637355199e-09 7.48544066542644e-07 11.088078346624
"201516_at" 1.68614140833333 6.345316464 7.23583979081683 2.91260428487555e-09 7.54723408888959e-07 11.0755938073236
"244052_at" 1.40905548214286 9.91294634 7.22216344528953 3.05769357862169e-09 7.85341494152011e-07 11.0288063993563
"227188_at" -1.33980430833333 6.532037698 -7.21949265340392 3.08686214831727e-09 7.88664429716106e-07 11.0196687247669
"210267_at" -1.95049132063492 3.940251742 -7.2157382462512 3.1283375595786e-09 7.95543516604466e-07 11.0068232174599
"1559952_x_at" -2.11253968055556 8.13388093 -7.20879363034394 3.20653379677196e-09 8.11653867307903e-07 10.9830612906029
"206132_at" -2.33386146904762 4.608366328 -7.19841115785837 3.32711030812784e-09 8.34448422462796e-07 10.9475332046616
"216251_s_at" 1.66598235436508 7.213645088 7.19708058969218 3.34288788965501e-09 8.34577147794008e-07 10.9429798313346
"227794_at" 3.92891210714285 6.99818171 7.18843340208855 3.44726802314857e-09 8.56724450752945e-07 10.9133866187198
"225807_at" -1.40505628650794 3.712684588 -7.18332873867222 3.51041363199191e-09 8.68469978864967e-07 10.8959158048827
"210427_x_at" -1.92676772896826 10.520439128 -7.17885766002655 3.56667353730933e-09 8.78413854290035e-07 10.8806127500375
"1555719_a_at" -2.51290438928571 5.424121204 -7.1544785889747 3.88972231809925e-09 9.53520537326979e-07 10.797159886435
"205608_s_at" -2.2555862031746 4.492674748 -7.1517171592405 3.92811598716426e-09 9.54532184880915e-07 10.787705971878
"227444_at" -1.27160419246032 3.60873081 -7.14696513694455 3.99507729565254e-09 9.66508190884083e-07 10.7714366055941
"207547_s_at" -2.33791688055555 5.992392096 -7.14084129261325 4.08305902837629e-09 9.79128299896814e-07 10.7504695680699
"215569_at" -1.1685707202381 7.12814456 -7.13816425590923 4.12212772759609e-09 9.84180495660769e-07 10.7413034829623
"235898_at" -1.30844405912698 2.823701456 -7.13452787928443 4.17579783809401e-09 9.92659768686044e-07 10.7288523109431
"204319_s_at" 1.54796783690476 9.077039664 7.13074599911692 4.23235852077175e-09 1.00174979274111e-06 10.7159025152985
"210347_s_at" -1.8660723202381 2.965579908 -7.11807869212676 4.42745952968912e-09 1.04341099045583e-06 10.6725245163185
"1559950_at" -2.14047844960318 8.521535802 -7.11000952152223 4.55641400468079e-09 1.06619878840739e-06 10.6448900373629
"214000_s_at" 1.67738444126984 8.836111212 7.10959401070608 4.56315530841024e-09 1.06619878840739e-06 10.6434669889974
"1566163_at" -1.63406900873016 3.345933528 -7.09643694564816 4.78186531664423e-09 1.11254674973414e-06 10.5984040174457
"232944_at" -1.68439531111111 3.529358226 -7.07996391680312 5.07056526365975e-09 1.17471676182456e-06 10.5419773751412
"1557706_at" -2.41707319047619 5.87736931 -7.07681036132457 5.12779341819232e-09 1.18296246894373e-06 10.5311744004389
"201796_s_at" 1.19577935079365 7.434368904 7.07310072188291 5.19594184681004e-09 1.19364756501823e-06 10.5184661552906
"200644_at" 1.60743856349206 10.21212398 7.06002762052465 5.44341810177518e-09 1.24526730006091e-06 10.4736784394424
"209696_at" 2.13835512301587 6.61705111 7.05846627001827 5.47375337325798e-09 1.24698944034533e-06 10.4683290610748
"220233_at" -1.74821468650794 4.28809569 -7.05445897007 5.55238807785313e-09 1.2596548471229e-06 10.4545992926223
"214403_x_at" 1.43188013650794 9.439290034 7.05110437895819 5.61908429755439e-09 1.26951832218507e-06 10.4431055350719
"237938_at" -2.07255593690476 4.505794254 -7.0457510699613 5.72718549909072e-09 1.28560480174297e-06 10.4247630704931
