"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"203065_s_at" -439.970008173077 414.544765238095 -6.07914326730124 6.65023438659326e-06 0.00757503260597888 1.04397127356729
"236223_s_at" -77.3181394423076 183.408088619048 -6.06842850604718 6.80570812848524e-06 0.00759392024336593 1.03350068748645
"225809_at" -961.181513653846 1180.61976 -6.04729808704409 7.1233462755682e-06 0.00778937915233383 1.01279570069884
"202555_s_at" -4893.85101230769 5100.74228285714 -6.03544449116082 7.30815712392734e-06 0.00781120730726732 1.00114814382358
"201621_at" -477.38704 574.613029523809 -6.00839929253392 7.74847524742201e-06 0.00781120730726732 0.974485211022799
"228107_at" -40.1162647788461 41.0621664285714 -6.0064811855611 7.78071946609715e-06 0.00781120730726732 0.972589574601518
"35150_at" -36.7346925096154 47.3350631904762 -6.00526642553017 7.80121130383486e-06 0.00781120730726732 0.971388727426834
"201121_s_at" -746.384871153845 1764.76354761905 -6.00193824082428 7.8576388093224e-06 0.00781120730726732 0.968097397455514
"213381_at" -84.7183702115384 112.196828380952 -5.97398346878773 8.34844687994277e-06 0.00809553869658482 0.940379075094942
"237292_at" -88.0315364423076 69.7690407142857 -5.96605183275527 8.49335449237065e-06 0.00809553869658482 0.932490721625392
"43511_s_at" -109.532190961538 171.88371547619 -5.96095344551848 8.58785997991622e-06 0.00809553869658482 0.927414597699451
"226819_at" -18.1483329615385 24.6202121904762 -5.91672698449663 9.45431707072566e-06 0.00874413765593774 0.883198643163666
"208790_s_at" -235.801796057692 236.804843333333 -5.9085405593337 9.62428776235186e-06 0.00874413765593774 0.874978225823657
"212586_at" -282.223109999999 1204.19700571429 -5.902312673273 9.75569084613081e-06 0.00874413765593774 0.868716957847856
"217737_x_at" -68.6297938461537 275.28056952381 -5.86497465113599 1.05830149212069e-05 0.00922820192300331 0.831042453063563
"226785_at" -110.424981538461 291.113508095238 -5.8628018403024 1.06333190882343e-05 0.00922820192300331 0.82884286340791
"201590_x_at" -3178.78647884615 5282.20682380952 -5.84858286203197 1.09686190850495e-05 0.00925978945619138 0.814429096213196
"200653_s_at" -1681.34756634615 2296.9199047619 -5.846923970062 1.10084373964781e-05 0.00925978945619138 0.812745269537746
"227047_x_at" -166.378413557692 396.95949047619 -5.82280094289647 1.16044954167602e-05 0.00940668967659802 0.788207479017665
"228445_at" -73.0473285384615 111.769125190476 -5.82024650451222 1.16695204414982e-05 0.00940668967659802 0.785603403475418
"210427_x_at" -3067.75567788461 5265.87951428571 -5.8190846059354 1.16992208140588e-05 0.00940668967659802 0.784418564917626
"213503_x_at" -2981.94090288461 5149.70267142857 -5.81078123109925 1.19137383803208e-05 0.00944034269484112 0.775944657930416
"203261_at" -413.436261826923 1027.1684852381 -5.78313521179252 1.26574711129717e-05 0.00979640826960099 0.747647460216434
"226084_at" -235.176563057692 244.012967333333 -5.77977417642516 1.27510769193045e-05 0.00979640826960099 0.744198513485669
"227695_at" 136.476119211539 127.002465904762 5.77445673931656 1.29006199435075e-05 0.00979640826960099 0.738738120850654
"1569974_x_at" 140.822444615385 345.657179047619 5.75269822432688 1.35314971842292e-05 0.0099917166589424 0.716345206610018
"213688_at" -109.169004990385 94.3971467619048 -5.74932199183454 1.36321846118949e-05 0.0099917166589424 0.712863414475566
"226380_at" -90.4427603846153 182.05857452381 -5.74686106858202 1.37060585170678e-05 0.0099917166589424 0.710324343826102
"228421_s_at" -12.6567479230769 18.5721093333333 -5.71406854430568 1.47305107471308e-05 0.0102330957677848 0.676393483855704
"213183_s_at" -64.1888286730769 108.656857190476 -5.7096609066082 1.4874064191178e-05 0.0102330957677848 0.671819086464824
"227998_at" -396.779548846154 453.99681 -5.70006420924301 1.51915964066732e-05 0.0102330957677848 0.661848031473766
"238517_at" -25.3934876826923 42.7618862857143 -5.69655918406384 1.53092923299894e-05 0.0102330957677848 0.658202426864867
"49111_at" -58.8893426730769 95.0080363809524 -5.69630486775247 1.53178683037381e-05 0.0102330957677848 0.657937830254519
"208789_at" -664.764745865384 861.538598095238 -5.69291163941149 1.54327653599915e-05 0.0102330957677848 0.654406398424353
"202165_at" -257.538835961538 854.573204285714 -5.69098031872756 1.54985547956361e-05 0.0102330957677848 0.652395554120734
"209074_s_at" -158.900088519231 171.601552285714 -5.68992963281387 1.55344663690195e-05 0.0102330957677848 0.651301342635193
"204451_at" -309.045506346153 456.568787619048 -5.67612177008617 1.6014400861184e-05 0.0103485281319854 0.636904272106228
"203597_s_at" -88.4169960384615 169.097556619048 -5.67403486783072 1.60882467529723e-05 0.0103485281319854 0.634725536291663
"215707_s_at" -116.577015519231 188.928619857143 -5.63755808646729 1.74367972797938e-05 0.0105035239257093 0.596525687457203
"202008_s_at" -56.2654756442307 62.1629611428571 -5.63668039485033 1.74706342565698e-05 0.0105035239257093 0.59560378842497
"235787_at" -40.7715542980769 64.1395827619048 -5.63360322200184 1.75897977376564e-05 0.0105035239257093 0.59237060551512
"227082_at" -524.727635384615 890.269356666667 -5.63115044620572 1.76853768372441e-05 0.0105035239257093 0.58979233977235
"200907_s_at" -2149.34626730769 2899.50828571429 -5.62795639906402 1.78106386246142e-05 0.0105035239257093 0.586433366590345
"212242_at" -319.125830480769 476.449955714286 -5.62636973446228 1.7873200334958e-05 0.0105035239257093 0.584764138484914
"228857_at" -180.53951 327.033576190476 -5.62498940767908 1.79278090547362e-05 0.0105035239257093 0.58331164214427
"209090_s_at" -304.042781923077 640.550654761905 -5.62398760483407 1.79675494185489e-05 0.0105035239257093 0.582257260762556
"236035_at" -29.8613478173077 30.7765838571429 -5.62171126154131 1.80581847099528e-05 0.0105035239257093 0.579860821085296
"206599_at" -77.3463779423077 88.3073951428571 -5.61600950502398 1.82872654700364e-05 0.0105248025218341 0.573854439123155
"209168_at" -166.184519442308 208.949982666667 -5.59401225010299 1.91992725067944e-05 0.010876165378868 0.550630933988816
"230958_s_at" -511.969975961538 1269.60124285714 -5.59175107590169 1.92956203337942e-05 0.010876165378868 0.548239118301678
"238657_at" -32.8872895961538 34.4341084285714 -5.56841246263916 2.03194390596758e-05 0.0112730640801546 0.523502114631996
"226806_s_at" -517.529313653846 1396.72524809524 -5.56635913321975 2.0412132490815e-05 0.0112730640801546 0.521321394810689
"235562_at" -30.4758017307692 34.956474 -5.54450467624176 2.14259136212848e-05 0.0115351558841999 0.498067399252884
"218931_at" 148.734809461538 173.765388666667 5.5432824751384 2.14841061229687e-05 0.0115351558841999 0.496764573102315
"224912_at" -48.7104165384615 122.536547619048 -5.54253798952778 2.15196323765595e-05 0.0115351558841999 0.495970853653613
"213531_s_at" -427.278546346154 1098.97219571429 -5.530624499734 2.20963749746808e-05 0.0116378559790319 0.483256916008756
"220494_s_at" -91.7519102884615 166.914787142857 -5.5253967773835 2.23544182680779e-05 0.0116378559790319 0.477670470629326
"226112_at" -334.862906826923 474.317258571429 -5.52225309594028 2.25110730847877e-05 0.0116378559790319 0.474308875362314
"228584_at" -31.0584684423077 45.4576418095238 -5.51153506926316 2.30536544396234e-05 0.0116378559790319 0.462835500384476
"210880_s_at" -285.261412730769 281.442509142857 -5.51062774252694 2.31001955244451e-05 0.0116378559790319 0.46186335033782
"238463_at" -34.6076963846154 33.359076952381 -5.50548572789414 2.3365773813553e-05 0.0116378559790319 0.456351374188897
"207547_s_at" -370.237438076923 451.43387047619 -5.50361503919421 2.34631646931866e-05 0.0116378559790319 0.454344997945795
"201148_s_at" -540.506571634615 704.65085 -5.50159730734222 2.35686759527584e-05 0.0116378559790319 0.452180258914169
"206600_s_at" -142.224949884615 139.483655904762 -5.50048737794127 2.36269229752636e-05 0.0116378559790319 0.450989173291685
"221123_x_at" -36.0658389134615 84.8474676666667 -5.47747355915389 2.48683576898906e-05 0.0119935345002266 0.426246362579537
"212111_at" -488.763273076923 1420.31210952381 -5.47512821085901 2.49985588892529e-05 0.0119935345002266 0.423719858595327
"238861_at" -30.0621778269231 39.2809091428571 -5.474974879252 2.50070952542448e-05 0.0119935345002266 0.423554651697337
"230502_s_at" -855.491366730769 1392.34829380952 -5.4536177971982 2.62256743415588e-05 0.0123022082971601 0.400505272463667
"222744_s_at" -67.189070701923 90.6817783809524 -5.45023299215554 2.64242984763887e-05 0.0123022082971601 0.396845296692145
"209786_at" -132.957746730769 396.571510952381 -5.44670791588297 2.6632787533848e-05 0.0123022082971601 0.393031621647194
"202449_s_at" -280.299555096154 681.245129047619 -5.43676315087159 2.72300681024407e-05 0.0123022082971601 0.382261546477904
"235000_at" -100.777967153846 127.350632380952 -5.4367502404853 2.72308523240964e-05 0.0123022082971601 0.382247553987738
"224576_at" 1647.89946153846 6413.44933809524 5.43558602653682 2.73016656185851e-05 0.0123022082971601 0.380985645850955
"243322_at" -180.411827096154 149.750424238095 -5.43430387938022 2.73798698162292e-05 0.0123022082971601 0.379595647761071
"202071_at" -851.324480961538 1163.23611952381 -5.43314513774802 2.74507437083408e-05 0.0123022082971601 0.378339200903074
"207071_s_at" -123.437912019231 322.139155714286 -5.42319072358026 2.80673714976714e-05 0.0124762889157332 0.367536246326771
"209563_x_at" -1134.3106525 1910.78040380952 -5.41444281278722 2.86209323366584e-05 0.0126197538347322 0.358029065605288
"211495_x_at" -51.8439894230769 72.2337072857143 -5.4058101348439 2.91781320349638e-05 0.0127371800799012 0.348634677666303
"228108_at" -132.368820865385 214.179252857143 -5.39965819550288 2.95819590451834e-05 0.0127371800799012 0.341932380074893
"225999_at" -60.4262333653846 150.173012857143 -5.3995950442858 2.95861338847271e-05 0.0127371800799012 0.341863546774701
"222666_s_at" 164.993369519231 301.616363809524 5.39226785697051 3.00746303391022e-05 0.0128463313577376 0.333872605073759
"232011_s_at" -62.8669858846154 93.7351815714286 -5.38827206352787 3.03444872295918e-05 0.0128611227851003 0.329511095179911
"225918_at" -412.952049038461 1048.8296847619 -5.37744537271862 3.10881592470083e-05 0.012896986593316 0.317680208256808
"217433_at" -105.925003884615 127.165351047619 -5.37653955684218 3.11512157835921e-05 0.012896986593316 0.316689497191139
"212120_at" -215.289837884615 487.682530952381 -5.37352534056801 3.13619857657657e-05 0.012896986593316 0.313391804532209
"207785_s_at" -358.472347115384 1648.60950952381 -5.37237549037136 3.14427723731296e-05 0.012896986593316 0.31213341915392
"204058_at" -29.1866681346154 44.7072023333333 -5.37002568738891 3.16085268130652e-05 0.012896986593316 0.309561136858124
"214880_x_at" -26.4233547692307 84.9200651428571 -5.36154493254239 3.22142097289507e-05 0.013046754940225 0.300269834542712
"239500_at" -26.6551696634615 28.2415828095238 -5.35694143756702 3.25479305523811e-05 0.0130849860511135 0.295221385890661
"213139_at" -157.623733134615 181.963417047619 -5.34226176692374 3.36358521649296e-05 0.0134236512198359 0.279099480209029
"205578_at" -145.657618980769 155.13340652381 -5.33369914974166 3.42874951757216e-05 0.0134802682711616 0.269679198773759
"225978_at" -192.810301557692 274.016513142857 -5.33020960196521 3.45567416512686e-05 0.0134802682711616 0.265836659111432
"202172_at" -357.636940576923 981.102790952381 -5.32768832965036 3.47526192311726e-05 0.0134802682711616 0.263059094424043
"210073_at" -86.6433168461538 75.210061 -5.3265931265915 3.48380580088226e-05 0.0134802682711616 0.261852235622316
"202783_at" -59.9486869615384 100.563425571429 -5.32217977523406 3.5184528567371e-05 0.0134802682711616 0.256986942447977
"205153_s_at" -73.7490987884615 96.9700922380952 -5.31961825194627 3.53872311035975e-05 0.0134802682711616 0.25416164014885
"202003_s_at" -344.539808365385 470.699625714286 -5.31815462851071 3.55035872162281e-05 0.0134802682711616 0.252546811803727
"209209_s_at" -198.328732807692 222.128852666667 -5.29603994639324 3.73099380769788e-05 0.0140144106061243 0.228104621681291
"204688_at" -433.002217980769 539.467076666667 -5.29441950851154 3.74459272647752e-05 0.0140144106061243 0.226310477611155
"201335_s_at" -25.1531482019231 67.2048616190476 -5.29165202080527 3.76793481316922e-05 0.0140144106061243 0.223245326590439
"242290_at" -124.1307325 248.487538095238 -5.2741032143225 3.91944192035202e-05 0.0143830150348762 0.203779776722298
"223883_s_at" 26.1137017115385 49.2178556190476 5.27284335394011 3.93055499441287e-05 0.0143830150348762 0.2023803677445
"219223_at" 39.5575947692308 110.262112857143 5.26659312976981 3.98616430305547e-05 0.0143830150348762 0.195433992887955
"219687_at" -116.179294730769 177.761031714286 -5.26642554937026 3.98766628524643e-05 0.0143830150348762 0.195247659317445
"213658_at" -87.1507200961538 138.11965047619 -5.26521088864671 3.99857025203691e-05 0.0143830150348762 0.193896933947724
"226547_at" -182.855827403846 782.341066666667 -5.25811676195871 4.06286390815349e-05 0.0145187636717838 0.186003310108665
"235111_at" -40.3427525192308 34.8148198571429 -5.25519728680202 4.08962809403929e-05 0.0145195075351687 0.182752423634078
"208776_at" -95.5592002115384 186.289313380952 -5.22944580065602 4.33362800220008e-05 0.0152182894993256 0.154017390575849
"236208_at" -42.3012905576923 77.175240047619 -5.22857656461174 4.34211826592554e-05 0.0152182894993256 0.153045557635602
"241484_x_at" -44.01961025 73.0115583333333 -5.22278880188002 4.39908405488001e-05 0.0153197401720105 0.146571519301789
"212214_at" -97.2407607692307 269.079348571429 -5.21602712616461 4.46660095444314e-05 0.0154564181762138 0.139001176913824
"204307_at" -109.833765096154 190.87357047619 -5.21011051237371 4.52654545798131e-05 0.0155094018316723 0.132370857502436
"207373_at" -63.7261990961538 66.6277594285714 -5.20099495177436 4.62050870756486e-05 0.0155094018316723 0.122144569125918
"202132_at" -258.416201923077 507.75530047619 -5.20003862474623 4.63048100326254e-05 0.0155094018316723 0.121070931333146
"213348_at" -253.700940865385 368.609397857143 -5.19714896875115 4.66074689398924e-05 0.0155094018316723 0.117825904334331
"206116_s_at" -3002.42546730769 3013.98833809524 -5.19410566425692 4.69283999077097e-05 0.0155094018316723 0.114406867154333
"205083_at" -174.058717461538 150.250485380952 -5.19280764758476 4.70659658660244e-05 0.0155094018316723 0.112948137282675
"217256_x_at" 965.893461538463 3310.59084761905 5.19262729262144 4.70851126577082e-05 0.0155094018316723 0.112745430134883
"222504_s_at" -53.9809547115384 219.336384761905 -5.19096453879714 4.72620076109401e-05 0.0155094018316723 0.110876355252425
"225524_at" -1773.92896730769 3231.84537142857 -5.18876407640926 4.74971487535175e-05 0.0155094018316723 0.108402161183068
"222434_at" -54.51617625 97.9585421428571 -5.18728590060981 4.76557751755088e-05 0.0155094018316723 0.106739663212928
"208328_s_at" -28.8701407884615 60.0872933333333 -5.18440876432528 4.79660761692532e-05 0.0155180190210291 0.103502744366348
"202616_s_at" -41.402907875 62.5947233333333 -5.17292172624372 4.92256091030568e-05 0.0157148765472752 0.0905658959094175
"209868_s_at" -107.083571634615 196.327936190476 -5.17250617736692 4.92717993826128e-05 0.0157148765472752 0.0900974989689436
"237719_x_at" -71.3090188846154 94.2113241428571 -5.17102470616588 4.94368315707606e-05 0.0157148765472752 0.0884273919689447
"207563_s_at" 993.738863173077 1411.77301095238 5.16549145736379 5.00582148419321e-05 0.0158204213669517 0.082186454278399
"235898_at" -43.4943915 53.432528 -5.15985684673874 5.06991560466613e-05 0.0158548250032252 0.075826102998338
"204400_at" -449.13986625 504.265221428571 -5.15904032655608 5.07927265390186e-05 0.0158548250032252 0.074903988945846
"212724_at" -883.131423846153 1113.6260447619 -5.15691573561543 5.10370224155031e-05 0.0158548250032252 0.0725041372994388
"1555826_at" 80.4820292211539 117.539691190476 5.15353853100738 5.14278146971845e-05 0.0158555137935153 0.0686878836457874
"225200_at" -71.3608982307692 138.305035857143 -5.14760452993013 5.21218606979936e-05 0.0158555137935153 0.0619779810043095
"213075_at" -149.549397538462 165.05546652381 -5.14555041765597 5.23643269643915e-05 0.0158555137935153 0.0596539591861092
"205535_s_at" -64.9706883173076 61.8749657142857 -5.14518177009122 5.24079632941693e-05 0.0158555137935153 0.0592367994554399
"241745_at" -38.5958870865385 55.5256696190476 -5.14449614721914 5.24892180452907e-05 0.0158555137935153 0.0584608937818647
"202784_s_at" -64.6400147884615 107.780877 -5.13732020709248 5.33473897367038e-05 0.0160262007354631 0.0503354793899895
"236063_at" -142.940816538461 280.385162857143 -5.12663003495901 5.4652394814178e-05 0.0161720894240658 0.0382154731935644
"202815_s_at" -165.369806153846 380.792825238095 -5.12627947358501 5.46957356876809e-05 0.0161720894240658 0.0378177120780538
"235164_at" -25.7208663461538 55.0729364285714 -5.12608029930208 5.47203757375799e-05 0.0161720894240658 0.0375917120757272
"201616_s_at" -296.113712596154 418.78319 -5.11559079050556 5.60341364143019e-05 0.0164713247766234 0.0256804170770764
"223606_x_at" -198.093401442307 524.598985238095 -5.1077947414135 5.70313122049162e-05 0.0166747967636567 0.0168162173658057
"204753_s_at" -160.664150480769 222.479061428571 -5.09344150849005 5.89146855212e-05 0.0170802550318212 0.000470939276959292
"201615_x_at" -4463.03407788461 5507.55284285714 -5.09248174265803 5.90428569001226e-05 0.0170802550318212 -0.000623206434811507
"212481_s_at" -331.273542980769 569.715315714286 -5.09001247934477 5.93739186273426e-05 0.0170856263207892 -0.00343887645706165
"219460_s_at" -408.080478461538 1237.58560142857 -5.07698400938632 6.11522156451151e-05 0.0174377327080035 -0.0183112137711383
"1562733_at" -55.6959248846154 74.0424728095238 -5.07638414939562 6.12353850925774e-05 0.0174377327080035 -0.0189966223196816
"226658_at" -33.3606656346154 45.9803226190476 -5.07187789043823 6.18638591921335e-05 0.0174744795661717 -0.024147373298768
"232000_at" -53.5641981923076 91.4653581428571 -5.0708819681093 6.20036403445324e-05 0.0174744795661717 -0.0252861709298529
"208769_at" -30.9451070673077 48.4029975238095 -5.0677372054021 6.24471309221773e-05 0.0175092147854874 -0.0288831200773192
"213426_s_at" -60.4334041538461 76.617315047619 -5.06014201555035 6.3531596856555e-05 0.0176866596490608 -0.0375769222300173
"233862_at" -15.9939749134615 29.8870882857143 -5.05814255327538 6.38202582649319e-05 0.0176866596490608 -0.0398671253257872
"232693_s_at" -37.8228649423077 79.3949107619048 -5.05655463888953 6.40504546961871e-05 0.0176866596490608 -0.0416863906937222
"228885_at" -118.079035923077 138.432088952381 -5.04562906972674 6.56573696093312e-05 0.0176940601784881 -0.0542146257412135
"227730_at" -55.6657442307692 148.087383571429 -5.04478685706399 6.57829299529551e-05 0.0176940601784881 -0.0551811692674251
"211547_s_at" -8.25683275961537 17.7014117142857 -5.04417494425877 6.58743094042437e-05 0.0176940601784881 -0.0558834857514237
"204735_at" -108.336627057692 139.671304714286 -5.03691239294239 6.6968763447494e-05 0.0176940601784881 -0.0642235390573491
"228024_at" -63.5164189615384 139.086284571429 -5.03677156582258 6.69901676028794e-05 0.0176940601784881 -0.0643853425323506
"226267_at" -28.119202625 54.6502391904762 -5.03571605318969 6.71508153583127e-05 0.0176940601784881 -0.0655981750090167
"228639_at" -89.4990711346153 194.404401857143 -5.03513538931147 6.72393586452373e-05 0.0176940601784881 -0.066265459747803
"219520_s_at" -421.210947596153 901.89312952381 -5.03492993783615 6.72707156009729e-05 0.0176940601784881 -0.0665015723589457
"201379_s_at" -166.269864423077 639.167423809524 -5.03481007375319 6.72890166789211e-05 0.0176940601784881 -0.066639327788903
"224895_at" -389.502326538461 951.617037142857 -5.03464990163902 6.73134799657162e-05 0.0176940601784881 -0.0668234113262631
"1552670_a_at" -37.8207813557692 47.9155604761905 -5.03157448012261 6.77849504252558e-05 0.0177327376291907 -0.0703587378126178
"227191_at" -46.0250085480769 99.6617716666667 -5.0279016940023 6.83523995252742e-05 0.0177953188904154 -0.074582722412825
"235848_x_at" -167.850556826923 367.263856190476 -5.02582669176937 6.86751218267517e-05 0.0177953188904154 -0.0769700772992401
"227536_at" -100.512930576923 239.222467142857 -5.0177422763316 6.99473237428293e-05 0.0180394807813169 -0.0862779439369348
"208767_s_at" -75.225894951923 106.549995714286 -5.01223099796124 7.08283126025513e-05 0.0181475459361768 -0.0926291879774039
"225790_at" -75.5978406634615 71.3790528571429 -5.01007605388671 7.11758442203508e-05 0.0181475459361768 -0.0951138675834562
"226252_at" -866.776563461538 1698.31275714286 -5.00722605703778 7.16381315605927e-05 0.0181475459361768 -0.0984010773724266
"236644_at" -11.2731888365385 19.4763246666667 -5.00316297105448 7.23024712726999e-05 0.0181475459361768 -0.103089688118378
"214323_s_at" 223.83924625 934.697726190476 5.00225965889166 7.24510171262327e-05 0.0181475459361768 -0.104132421444591
"212097_at" -712.12243625 845.655667619048 -5.00114138562902 7.2635342135839e-05 0.0181475459361768 -0.105423471946178
"201462_at" -248.807157980769 385.73838 -5.00081179914228 7.26897587567027e-05 0.0181475459361768 -0.105804018304931
"32811_at" -144.528307211538 273.403014285714 -4.99520778025202 7.36213814749091e-05 0.0182965865097303 -0.112277134303023
"229285_at" -112.972716634615 298.86413 -4.98830989120979 7.47847778972245e-05 0.0184986476713213 -0.120251561660131
"208848_at" -91.376754826923 180.833766238095 -4.98477915826568 7.53874810082469e-05 0.0184986476713213 -0.12433622098788
"228389_at" -120.502710769231 348.397423809524 -4.98441778749155 7.54494454632766e-05 0.0184986476713213 -0.124754396586935
"209747_at" -1424.86680192308 1321.62812380952 -4.97618166353119 7.68758143003626e-05 0.01876421940568 -0.134290733267826
"203324_s_at" -272.225799134615 322.594820952381 -4.97262062151416 7.7500985837501e-05 0.0187901126047182 -0.138417239390357
"209499_x_at" -49.9768913557692 83.0431825238095 -4.97166723701372 7.76692354580028e-05 0.0187901126047182 -0.139522350559017
"218675_at" -162.902744423077 211.363586428571 -4.96759104628794 7.83927807143514e-05 0.0188816091874765 -0.144248852588959
"228456_s_at" -566.482396346153 982.479133809524 -4.96387358746756 7.90586177820205e-05 0.0189059266154655 -0.148561657390315
"219973_at" -29.9205909038461 45.2507611904762 -4.96316981230434 7.91853167799106e-05 0.0189059266154655 -0.149378384454447
"1556182_x_at" -44.3636130865384 72.0150365714286 -4.95944309804954 7.98596742071097e-05 0.0189078293364923 -0.153704505246769
"1569973_at" 139.624929711539 339.103149047619 4.95930414525123 7.98849305300362e-05 0.0189078293364923 -0.15386584923931
"221898_at" -350.167625692307 339.909395047619 -4.9557574738174 8.05323337485852e-05 0.0189789023607926 -0.15798506055747
"224605_at" -567.010229615384 1509.45659238095 -4.95374513728273 8.09020290550828e-05 0.0189841993072389 -0.160323122029399
